,strain,cluster,in_ocs,lean,sweet,strawberry,earthy,blue cheese,sage,honey,rose,tree fruit,violet,coffee,pear,spicy/herbal,tropical,pungent,tea,apricot,mint,pepper,flowery,ammonia,blueberry,berry,chemical,pine,woody,lime,plum,nutty,citrus,orange,mango,diesel,lemon,pineapple,apple,grape,menthol,chestnut,skunk,grapefruit,peach,butter,lavender,tar,tobacco,vanilla,focused,inflammation,dizzy,energetic,lack of appetite,happy,creative,muscle spasms,sleepy,stress,tingly,aroused,anxious,nausea,fatigue,cramps,uplifted,headache,talkative,paranoid,hungry,giggle,depression,relaxed,pain,seizures,euphoric,spasticity,eye pressure,headaches,insomnia,dry eyes,dry mouth,thc_scaled,strain_type,rating (scaled),Rating,NumReviews,Strain_description,THC,sweet_S,strawberry_S,earthy_S,blue cheese_S,sage_S,honey_S,rose_S,tree fruit_S,violet_S,coffee_S,pear_S,spicy/herbal_S,tropical_S,pungent_S,tea_S,apricot_S,mint_S,pepper_S,flowery_S,ammonia_S,blueberry_S,berry_S,chemical_S,pine_S,woody_S,lime_S,plum_S,nutty_S,citrus_S,orange_S,mango_S,diesel_S,lemon_S,pineapple_S,apple_S,grape_S,menthol_S,chestnut_S,skunk_S,grapefruit_S,peach_S,butter_S,lavender_S,tar_S,tobacco_S,vanilla_S,focused_S,inflammation_S,dizzy_S,energetic_S,lack of appetite_S,happy_S,creative_S,muscle spasms_S,sleepy_S,stress_S,tingly_S,aroused_S,anxious_S,nausea_S,fatigue_S,cramps_S,uplifted_S,headache_S,talkative_S,paranoid_S,hungry_S,giggle_S,depression_S,relaxed_S,pain_S,seizures_S,euphoric_S,spasticity_S,eye pressure_S,headaches_S,insomnia_S,dry eyes_S,dry mouth_S
372,Buffalo Bill,3,0,0.2,,,1,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,0.666666667,,,,0.75,0.555555556,,0.2,,0.5,,0.666666667,0.2,,,,,1,0.888888889,0.5,,1,,,0.5,,0.4,1,0.869281046,sativa,0.808823529,4.235294118,14,"Buffalo Bill is a sativa-dominant cross between Willie's Wonder and Killer Ken bred by New House Seeds and grown by Doc and Yeti's in Washington state. A blanket of crystal resin envelops the dense buds, almost hiding its interweaving green and lavender hues. Though 70% sativa by genetics, Buffalo Bill can hit with a force that leaves you anchored to your seat while the mind freely roams blissful euphoria. A sweet, earthy pine aroma floats from its kief-caked jar, sending your senses straight to a wintery tundra.",27,,,0.00234192,,,,,,,,,,,,,,,,,,,,,0.00234192,0.00234192,,,,,,,,,,,,,,,,,,,,,,,,0.000468384,,,0.00156128,,,,0.00175644,0.001301067,,0.000468384,,0.00117096,,0.00156128,0.000468384,,,,,0.00234192,0.002081707,0.00117096,,0.00234192,,,0.00117096,,0.000936768,0.00234192
373,Bugatti OG,3,0,0.64,,,1,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0.457831325,,0.038297872,,,,,0.536170213,0.828220859,,0.012048193,,,,0.380368098,,,0.024096386,,0.478527607,,1,0.54893617,,0.855828221,,1,0.042553191,,0.987951807,1,,hybrid,0.918478261,4.673913043,47,"Bugatti OG, another member of the esteemed OG Kush family, is an indica-dominant hybrid with effects as luxurious as its automotive namesake. A sweet pine aroma familiar to OG Kush enthusiasts emanates from Bugatti OG's resin-caked buds. Deep relaxation anchors the body, but intense cerebral stimulation lifts the mind to faraway escapes from aches, pains, and stress.",,,,0.000906618,,,,,,,,,,,,,,,,,,,,,0.000906618,0.000906618,,,,,,,,,,,,,,,,,,,,,,,,0.000415078,,3.47E-05,,,,,0.000486102,0.00075088,,1.09E-05,,,,0.000344849,,,2.18E-05,,0.000433842,,0.000906618,0.000497676,,0.00077591,,0.000906618,3.86E-05,,0.000895695,0.000906618
374,Burkle,2,0,0.82,1,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0.628571429,,0.784,0.313432836,,,0.555970149,1,,,,,,,,0.028571429,,,0.436567164,,0.784,1,1,,0.141791045,,,,0.784,0.4,1,,indica,0.9375,4.75,40,"Burkle, 3rd place winner of Best Indica Flower at the 2016 Colorado Cannabis Cup, is an indica-dominant hybrid that crosses Pre-98 Bubba Kush with Granddaddy Purple (though some claim it to be Purple Urkle based on the name). The result is a powerfully relaxing indica that consumes the body with calming effects that ease away pain and induce sleep. Burkle is great for a lazy evening at home, but not so great for being productive. Its sweet flavor profile is a blend of spiced licorice aromas and an earthy peppermint aftertaste. This strain is known to produce a case of the munchies which makes it a good choice for those suffering from a lack of an appetite.",,0.001666667,,,,,,,,,,,,,,,,0.001666667,,,,,0.001666667,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001047619,,0.001306667,0.000522388,,,0.000926617,0.001666667,,,,,,,,4.76E-05,,,0.000727612,,0.001306667,0.001666667,0.001666667,,0.000236318,,,,0.001306667,0.000666667,0.001666667
375,Burmese Kush,3,0,0.5,,,1,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.142156863,,,0.949204406,,,,1,,,0.142156863,,0.507823613,,0.490208078,,,0.145833333,,0.61872705,0.648648649,1,0.46230441,,0.568543452,,,,0.301564723,0.125,1,0.501633987,hybrid,0.794585987,4.178343949,159,"This hybrid strain is almost half sativa and tends to give users a calm, mellow outlook. Bred by T.H. Seeds as a cross that includes the California classic, OG Kush, this plant will be dark green and have a piney aroma with a sweet aftertaste. Growth can be slow to start so Burmese Kush is best for indoor conditions where growth speeds up and plants flower in 7-8 weeks. The effects also tend to come on slowly but can be strong and long-lasting once they do.",15.75,,,0.000906618,,0.000906618,,,,,,,,,,,,,,0.000906618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000128882,,,0.000860566,,,,0.000906618,,,0.000128882,,0.000460402,,0.000444432,,,0.000132215,,0.000560949,0.000588077,0.000906618,0.000419134,,0.000515452,,,,0.000273404,0.000113327,0.000906618
376,Butter OG,2,0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,1,,,1,,,0.527777778,,0.444444444,0.958333333,0.444444444,,,,,,,,,,,0.847222222,0.458333333,0.444444444,1,1,,,,,,0.888888889,0.137931034,0.137931034,0.640522876,indica,0.826086957,4.304347826,23,"While there is not much information available on the origins of Butter OG, it is generally thought to be an indica-dominant strain as it gives consumers a very relaxing, giggly high that gradually fades to sleepiness. Its dense, sparkly buds give off a fruity scent with slight undertones of ammonia. The smoke is very light and smooth, with sweet flavors on the inhale and, like its name suggests, a buttery aftertaste. Butter OG is potentially beneficial for treating pain, anxiety, depression, and insomnia.",20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001666667,,,,,,,0.001666667,,,,0.001666667,,,0.001666667,,,0.00087963,,0.000740741,0.001597222,0.000740741,,,,,,,,,,,0.001412037,0.000763889,0.000740741,0.001666667,0.001666667,,,,,,0.001481481,0.000229885,0.000229885
377,Butterscotch,1,0,0.5,1,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,,,0.788135593,0.584745763,0.643835616,0.43220339,1,,,,,,,,,,0.041666667,,,0.657534247,1,,,0.245762712,,,0.616438356,0.712328767,0.083333333,1,0.575163399,hybrid,0.85,4.4,20,"Butterscotch is a treat of a strain that gets its name from its distinctive candy aroma. This strong indica helps patients to gain some mental peace and unwind from a stressful day. Effects tend to be sedative and sleep-inducing, so Butterscotch is a good choice for treating insomnia.",18,0.000906618,,0.000906618,,,,,,,,,,,0.000906618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000113327,,,0.000714538,0.000530141,0.000583713,0.000391844,0.000906618,,,,,,,,,,3.78E-05,,,0.000596133,0.000906618,,,0.000222813,,,0.000558874,0.00064581,7.56E-05,0.000906618
378,C13 Haze,3,0,0.1,,,1,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.041666667,0.921568627,,,0.941176471,0.5,,0.875,,,,0.375,,,,0.020833333,0.862745098,0.041666667,,0.921568627,0.375,,1,,1,,,,,0.9375,1,0.54248366,sativa,0.85,4.4,15,C13 is one of the many strains in the DNA Genetics catalog. It's a cross between Cannalope Haze and G13. This hybrid grows and smells more like the G13 side of its lineage and tastes fantastic. C13 is nice for relieving pain and anxiety-related symptoms.,17,,,0.00234192,,,,,,,,,,,0.00234192,,,,0.00234192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.76E-05,0.00215824,,,0.00220416,0.00117096,,0.00204918,,,,0.00087822,,,,4.88E-05,0.00202048,9.76E-05,,0.00215824,0.00087822,,0.00234192,,0.00234192,,,,,0.00219555,0.00234192
379,C3PO,0,0,0.4,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,1,,,,,,,,,,,,,,0.037037037,0.6,,,,,,,0.074074074,1,,,,,,,0.037037037,,,,0.055555556,,,1,0.6,,,,,0.4,0.8,,1,0.019607843,hybrid,0.833333333,4.333333333,13,"Named after the eloquent and fussy droid from a galaxy far, far away, C3PO is a sativa-dominant hybrid strain cultivated in Humboldt County, California by Petrolia Farms. With the smell of fresh pine, C3PO delivers relaxing effects with mental clarity due to its high CBD content which usually falls between 13-15%. Minimal amounts of THC (less than 1%) mean this strain won't cause the intense cerebral euphoria typically associated with high-THC varieties. Because of its CBD:THC ratio, medical patients might turn to this strain for treating pain, anxiety, and inflammation, among other symptoms and conditions.",1,,,,,,,,,,,,,,,,,,,,,,,,0.000906618,,,,,0.000906618,,,,0.000906618,,,,,,,,,,,,,,3.36E-05,0.000543971,,,,,,,6.72E-05,0.000906618,,,,,,,3.36E-05,,,,5.04E-05,,,0.000906618,0.000543971,,,,,0.000362647,0.000725295,,0.000906618
380,C4,0,0,0.5,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,0.636363636,,0.035714286,0.507525587,,0.792293799,,,,1,,,,,,,,0.047619048,,0.035714286,,,0.161787365,0.73269115,0.453004622,,1,,0.577812018,,0.577812018,0.119047619,1,0.477124183,hybrid,0.865168539,4.460674157,90,"An indica-leaning cross between Cotton Candy and Shiskaberry, C4 is known for its high yields and resin production that make it an excellent option for producing top-notch concentrates. The fruity aroma is highlighted by a thick, earthy tones that mixes with flavors of pine and citrus. Its deep, relaxing effects are recommended to those battling depression and anxiety, and are sure to blow you out of any funk you may find yourself in.",15,,,0.000906618,,,,,,,,,,,,,,,,,,,,,,,,,,0.000906618,,,,,,,,,,0.000906618,,,,,,,,0.000576939,,3.24E-05,0.000460132,,0.000718308,,,,0.000906618,,,,,,,,4.32E-05,,3.24E-05,,,0.000146679,0.000664271,0.000410702,,0.000906618,,0.000523855,,0.000523855,0.000107931,0.000906618
381,CBD Blue Shark,1,0,0.6,,,1,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0.650997151,0.920489297,0.157142857,,,0.584045584,,,0.403133903,1,,,,,,0.611620795,0.54985755,0.157142857,,0.342857143,,,0.859327217,1,0.960244648,,,,,,,0.814285714,1,0.199346405,hybrid,0.886363636,4.545454545,22,"CBD Blue Shark by Barney's Farm is a flavorful 1:1 CBD/THC cross of CBD Shark and Blue Cheese. These strains come together to offer consumers THC and CBD contents of 6.5%, which may help to reduce inflammation while improving mood and alleviating stress. CBD Blue Shark has a complex floral bouquet that contains hints of jasmine, berry, and cheese, making it a unique and challenging flavor palate. If growing this strain, note that it typically takes about 9 weeks to finish flowering.",6.5,,,0.000906618,,,,,,,,,,,,0.000906618,,,,,,,0.000906618,,,,,,,,,,,,,,,,,,,,,,,,,0.000590206,0.000834532,0.000142469,,,0.000529506,,,0.000365489,0.000906618,,,,,,0.000554507,0.000498511,0.000142469,,0.000310841,,,0.000779082,0.000906618,0.000870575,,,,,,,0.000738246,0.000906618
382,CBD Critical Cure,1,0,0.8,,,1,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,0.632324646,0.172131148,,,0.596410544,,,,1,,,0.103278689,,,,0.165339316,0.137704918,0.207515423,,,,0.441315375,1,0.974112297,,0.144139091,,,0.514430645,,0.518032787,1,0.166666667,indica,0.878318584,4.513274336,113,"From Barney's Farm comes CBD Critical Cure (or simply  Critical Cure ), an indica-dominant strain that's said to combine Critical Kush with a ruderalis variety. Because this strain typically contains about 8 percent CBD and 5 percent THC, Critical Cure can annihilate pain, stress, and inflammation with little psychoactive interference. The indica influence in CBD Critical Cure gives rise to deeply relaxing effects delivered alongside a sweet, earthy flavor.",5.5,,,0.001666667,,,,,,,,,,,,,,,,,,,0.001666667,,,0.001666667,,,,,,,,,,,,,,,,,,,,,,,0.001053874,0.000286885,,,0.000994018,,,,0.001666667,,,0.000172131,,,,0.000275566,0.000229508,0.000345859,,,,0.000735526,0.001666667,0.00162352,,0.000240232,,,0.000857384,,0.000863388,0.001666667
383,CBD Critical Mass,0,0,0.8,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,0.780381944,0.650909091,,,0.714420063,,,0.430407524,0.918836806,,,0.03030303,,,,0.530407524,,,0.03030303,,,0.870225694,1,1,,0.495297806,,,,0.479600694,1,0.704242424,0.232026144,indica,0.909090909,4.636363636,44,"CBD Critical Mass by Dinafem Seeds is a breeding collaboration in search of truly medicinal properties. According to Dinafem, this strain came out of a genetic mashup between the in-house Critical Mass and an undisclosed strain from CBD Crew. CBD Critical Mass has a 1:1 CBD/THC ratio and generally more pronounced indica-dominant effects. This genetic cross is known to yield an abundant harvest, but plan on supporting the plant's vigorous growth before flowering. Dinafem recommends utilizing this strain for anorexia, insomnia, muscle pain, and depression.",7.5,0.001666667,,0.001666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001666667,,,,,,,,,,,,,,,0.001300637,0.001084848,,,0.0011907,,,0.000717346,0.001531395,,,5.05E-05,,,,0.000884013,,,5.05E-05,,,0.001450376,0.001666667,0.001666667,,0.000825496,,,,0.000799334,0.001666667,0.001173737
384,CBD Kush,3,1,0.5,,,1,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0.321316614,0.928425358,0.025925926,,,0.76645768,,0.36196319,,0.505112474,,,,,,,0.456112853,0.025925926,,,,,0.390593047,1,1,,0.434169279,,,,,,1,0.183006536,hybrid,0.835,4.34,50,"From the collaborative efforts of CBD Crew and Dutch Passion comes CBD Kush, a hybrid strain with equal parts THC and CBD. Bred from Kandy Kush and an unnamed high-CBD variety, CBD Kush typically tests around 7% in both THC and CBD, which may benefit consumers with a low tolerance or those treating conditions such as pain, inflammation, or anxiety. Its psychoactive effects are subtle, offering a tame experience that eases the muscles into relaxation without too much mental cloudiness.",6,,,0.000906618,,,,,,,,,0.000906618,,,,,,,,,,,,,0.000906618,,,,,,,,,,,,,,,,,,,,,,0.000291312,0.000841727,2.35E-05,,,0.000694885,,0.000328162,,0.000457944,,,,,,,0.00041352,2.35E-05,,,,,0.000354119,0.000906618,0.000906618,,0.000393626,,,,,,0.000906618
385,CBD Mango Haze,0,0,0.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,0.700223714,0.913973799,0.159754224,,,0.924256951,,,,1,,,0.319508449,,0.776419214,,0.768616171,0.159754224,,0.329749104,,,0.871179039,1,0.786462882,,0.643336529,,,,,,1,0.215686275,sativa,0.864130435,4.456521739,46,"CBD Mango Haze is a high-CBD strain released by CBD Crew in 2013. This pleasant and aromatic blend combines the tropical flavors of Mango Haze with the added benefits from high levels of cannabidiol. The buds of CBD Mango Haze express themselves with spicy and sweet notes reminiscent of mango, pineapple, and black pepper. Its CBD:THC ratio can range anywhere from 1:1   2:1 and the uplifting sativa-dominant effects draw many medical cannabis consumers to CBD Mango Haze.",7,0.00234192,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00234192,,0.00234192,,,,,,,,,,,,,,,,0.001639868,0.002140454,0.000374132,,,0.002164536,,,,0.00234192,,,0.000748263,,0.001818312,,0.001800038,0.000374132,,0.000772246,,,0.002040232,0.00234192,0.001841833,,0.001506643,,,,,,0.00234192
386,CBD OG,3,0,0.56,,,1,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,1,,,,1,,0.666666667,,0.666666667,0.5,,,,,,0.5,,,,,,,1,1,,,,,0.666666667,,,1,,hybrid,0.95,4.8,5,"CBD OG by Cali Connection comes in two unique CBD-rich phenotypes with two different genetic pairings. Regular seeds were created by crossing Lion's Tabernacle and SFV OG IBL, and Cali Connection's feminized seeds combine genetics from Lion's Tabernacle and Tahoe OG S1. This strain won  Best CBD Flower  at the 2015 NorCal High Times Cannabis Cup. It has a 60-68 day flowering time and offers abundant yields.",,,,0.000906618,,0.000906618,,,,,,,,,,,,,,0.000906618,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000679964,0.000906618,,,,0.000906618,,0.000604412,,0.000604412,0.000453309,,,,,,0.000453309,,,,,,,0.000906618,0.000906618,,,,,0.000604412,,,0.000906618
387,CBD Shark,3,0,0.8,,,1,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,0.875,,0.087804878,,0.545782264,0.755765683,0.389298893,,,0.894496515,,,0.010569106,,0.877433309,,,,,0.010569106,0.433118081,,1,1,0.623888488,,,,,,,1,0.305691057,0.31372549,indica,0.872222222,4.488888889,91,"CBD Shark is an 80/20 indica-dominant cannabis strain that offers an equal ratio of THC and CBD, a cannabinoid combination that helps patients treat an array of symptoms like pain, anxiety, and inflammation without the overly intoxicating effects induced by many high-THC strains. This clear-headed hybrid descends from a Shark Shock indica, but as for its second parent, we can only be sure that it was some high-CBD variety. Its aroma is comprised of sweet notes of fruit accented by subtle hints of garlic and herb.",10,,,0.001666667,,,,,,,,,,,,,,,,,,,,,0.001666667,0.001666667,,,,,,,,,,,,,,,,,,,,,,0.001458333,,0.000146341,,0.000909637,0.001259609,0.000648831,,,0.001490828,,,1.76E-05,,0.001462389,,,,,1.76E-05,0.000721863,,0.001666667,0.001666667,0.001039814,,,,,,,0.001666667,0.000509485
388,CHR Super OG,2,0,0.68,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,0.024390244,0.045454545,,0.024390244,0.954545455,,,,,,,,,0.025,,0.025,,0.068181818,,1,,,0.931818182,,0.024390244,1,0.048780488,1,0.05,,indica,0.818181818,4.272727273,11,"A three-way cross between Skywalker OG, Tahoe OG Kush, and Larry OG, CHR Super OG is an indica strain that produces heavy effects that relax the mind and body. This Los Angeles native carries a pungent sour pine aroma that has come to characterize OG strains, and its heavy sedative effects are a perfect match for those sleepless nights caused by pain or insomnia.",,0.001666667,0.001666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001666667,,,,,,,,,,,,,,,,,0.001666667,,4.07E-05,7.58E-05,,4.07E-05,0.001590909,,,,,,,,,4.17E-05,,4.17E-05,,0.000113636,,0.001666667,,,0.00155303,,4.07E-05,0.001666667,8.13E-05,0.001666667,8.33E-05
389,Cabbage Patch,2,0,0.38,1,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0.769911504,,,1,,0.796460177,0.96460177,0.966292135,,1,,,1,,0.06741573,,0.96460177,,,,,,0.97752809,,0.04494382,,,,,,,,,0.705882353,hybrid,0.85,4.4,13,"Cabbage Patch is a sativa-dominant hybrid that combines Cherry Pie and Durban Poison genetics. The resulting buds are sweet, earthy and have hints of fruit flavors. Cabbage Patch delivers uplifting effects that are great for social settings and are known to spark creativity and laughter while relaxing muscle pains.",22,0.000906618,,,,,,,,,,,,,,,,,,,,0.000906618,0.000906618,,,,,,,,,,,,,,,,,,,,,,,,,0.000698016,,,0.000906618,,0.000722085,0.000874526,0.000876058,,0.000906618,,,0.000906618,,6.11E-05,,0.000874526,,,,,,0.000886245,,4.07E-05,,,,,,,,
390,Cackleberry,1,0,0.48,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,0.307692308,0.571428571,,,0.95,,,,1,,,,,0.307692308,,1,,1,,,0.8,1,,,,0.8,0.538461538,,,,1,1,,hybrid,0.84375,4.375,8,"Cackleberry by Greenpoint Seeds is a fuel-driven, fruit-forward hybrid that offers consumers potency in both aroma and effect. It was created by crossing Cherry Diesel (Cherry OG x Turbo Diesel) and Stardawg. This combination compounds the cherry cough syrup, ammonia, and fuel aromas of Cherry Diesel against the deep chemical and fuel aromas of Stardawg. Greenpoint Seeds set out to improve upon the base genetics of this strain, and Cackleberry hits the mark. Its fruity terpenes and powerful euphoric buzz make it a worthwhile addition to any smoke circle.",,0.000906618,,0.000906618,,,,,,,,,,,,,,,,,,,0.000906618,,,,,,,,,,,,,,,,,,,,,,,,,,0.000278959,0.000518068,,,0.000861287,,,,0.000906618,,,,,0.000278959,,0.000906618,,0.000906618,,,0.000725295,0.000906618,,,,0.000725295,0.000488179,,,,0.000906618,0.000906618
391,Cactus,0,0,0.8,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,0.113887461,,,0.916598232,,,0.466233515,0.208829339,,,0.084018499,,,,0.756461041,,,0.113887461,0.477464857,,0.89062083,1,1,,,,,0.12939732,0.900709977,1,0.209660843,0.607843137,indica,0.893203883,4.572815534,103,"First bred by Jordan of the Islands, Cactus is an indica cross between Afghani and Northern Lights and is named after its vague resemblance to the pear cactus. Cactus buds are conic with knobby formations and emit an organic earthy aroma with citrus notes. This indica is an adept painkiller, providing relief to aches and sore muscles as well as spasms and anxiety. While its indica genetics prepare us for a sleepy, relaxed experience, many describe Cactus as having more uplifting, energizing effects characteristic of sativa strains. Cactus has become a popular staple among the connoisseurs of Seattle, and was among the first place winners in the 2012 High Times Cannabis Cup.",19,,,0.001666667,,,,,,,,,,,0.001666667,,,,,,,,,,,,,,,0.001666667,,,,,,,,,,,,,,,,,,,,0.000189812,,,0.001527664,,,0.000777056,0.000348049,,,0.000140031,,,,0.001260768,,,0.000189812,0.000795775,,0.001484368,0.001666667,0.001666667,,,,,0.000215662,0.001501183,0.001666667,0.000349435
392,Cactus Cooler,0,0,0.4,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,0.768953069,0.941176471,,,,1,0.779783394,,,1,,,0.15920398,,,,0.862815884,0.014925373,0.85198556,,,,0.985294118,,1,,,,,1,,0.044776119,1,0.54248366,hybrid,0.828125,4.3125,16,"Cactus Cooler is a sativa-dominant strain that's said to be a cross between Blue Dream and OG Kush. The sativa in Cactus Cooler lends an upbeat cerebral kick to help you stay focused and productive throughout the day, while the OG boosts the senses with buzzing euphoria. With notes of sharp lemon and sweet wildflowers, Cactus Cooler takes after both parents in its fragrance.",17,,,0.000906618,,,,,,,,,,,,,,,,,,,,,,,,,,0.000906618,0.000906618,,,,,,,,,,,,,,,,,0.000697147,0.000853288,,,,0.000906618,0.000706966,,,0.000906618,,,0.000144337,,,,0.000782245,1.35E-05,0.000772426,,,,0.000893286,,0.000906618,,,,,0.000906618,,4.06E-05,0.000906618
